sequence_id,signature_ac,start,stop
9EPX4,PS50262,48,304
5DRK1,PS01238,163,178
9Z1F2,PS50283,25,501
9D659,PS50835,46,147
38868,PS50011,91,349
38868,PS00107,97,120
38868,PS00108,211,223
38868,PS50222,392,427
38868,PS00018,405,417
38868,PS50222,428,463
38868,PS00018,441,453
38868,PS50222,464,499
38868,PS00018,477,489
38868,PS50222,500,534
38868,PS00018,512,524
21709,PS51550,27,209
21709,PS00790,185,205
21709,PS00791,249,269
21709,PS01186,262,277
21709,PS50853,332,445
21709,PS50853,447,538
21709,PS50011,624,884
21709,PS00107,630,656
21709,PS00109,745,757
21709,PS50105,913,976
5X5Y0,PS00236,162,176
88704,PS50042,464,570
88704,PS00888,491,507
7FBY6,PS51450,73,94
7FBY6,PS51450,97,118
7FBY6,PS51450,121,142
7FBY6,PS51450,145,166
7FBY6,PS50835,230,332
7FBY6,PS50227,326,409
7FBY6,PS50221,574,730
7FBY6,PS50261,737,925
8RY65,PS50011,312,567
8RY65,PS00107,318,340
8RY65,PS00108,431,443
43427,PS50850,12,463
43427,PS00217,133,158
43427,PS00216,331,347
9Y2I2,PS51117,46,296
9Y2I2,PS50027,297,356
9Y2I2,PS00022,315,326
9Y2I2,PS50027,364,419
9Y2I2,PS01248,384,420
9Y2I2,PS50027,420,469
9Y2I2,PS00022,438,449
9Y2I2,PS50026,463,498
9Y2I2,PS00022,486,497
9DBI0,PS50024,86,209
9DBI0,PS01180,335,452
9DBI0,PS50068,457,490
9DBI0,PS50068,490,526
9DBI0,PS01209,503,525
9DBI0,PS50068,530,567
9DBI0,PS01209,543,568
9DBI0,PS50240,577,811
9DBI0,PS00134,613,618
9DBI0,PS00135,756,767
9UNG2,PS50049,69,192
08890,PS50262,40,347
08890,PS00237,109,125
20594,PS00458,98,115
20594,PS50011,513,786
20594,PS50125,861,991
20594,PS00452,968,991
85171,PS50835,24,123
85171,PS00699,29,36
85171,PS50835,132,230
85171,PS50835,240,323
85171,PS50835,338,432
85171,PS50835,440,534
85171,PS50835,539,632
85171,PS50853,644,744
85171,PS50060,752,919
9Y2I9,PS50086,249,457
51864,PS00022,95,106
8IYJ3,PS50916,31,87
8IYJ3,PS00152,230,239
8IYJ3,PS50004,266,385
8IYJ3,PS50004,398,527
12318,PS50835,39,118
12318,PS50835,122,204
22267,PS50109,402,671
22267,PS50110,987,1120
3BI11,PS00430,1,62
6F6B3,PS50297,886,1260
6F6B3,PS50088,957,989
6F6B3,PS50088,1068,1100
6F6B3,PS50088,1101,1133
6F6B3,PS50088,1134,1166
6F6B3,PS50088,1167,1199
6F6B3,PS50088,1200,1232
6F6B3,PS50005,1279,1312
6F6B3,PS50293,1279,1393
6F6B3,PS50005,1326,1359
6F6B3,PS50005,1360,1393
9UIB8,PS50835,135,207
8RWZ5,PS50927,33,148
8RWZ5,PS50011,493,768
8RWZ5,PS00107,499,522
8RWZ5,PS00108,614,626
96LA6,PS50835,3,104
96LA6,PS50835,109,200
96LA6,PS50835,208,291
53283,PS50850,172,614
8QFP9,PS50835,7,114
8QFP9,PS00290,101,107
8QFP9,PS50835,125,205
8QFP9,PS50853,213,306
8QFP9,PS50853,311,401
8QFP9,PS50011,503,774
8QFP9,PS00107,509,535
8QFP9,PS00109,636,648
9D1N2,PS00983,62,113
8WXA8,PS00236,162,176
96BF3,PS50835,4,129
7PIR5,PS50850,335,762
7PIR5,PS00216,393,410
7PIR5,PS00217,435,460
9SYQ8,PS50011,692,968
9SYQ8,PS00108,813,825
21441,PS50067,15,326
9BZL4,PS50088,100,132
9BZL4,PS50297,100,300
9BZL4,PS50088,133,165
9BZL4,PS50088,226,258
9BZL4,PS50088,259,291
16785,PS50021,99,206
16785,PS50021,266,373
39976,PS01258,60,71
39976,PS51387,64,243
20936,PS50001,181,272
20936,PS50002,279,341
20936,PS50001,351,441
20936,PS50003,474,577
20936,PS50004,577,690
20936,PS50018,764,974
20936,PS00509,898,912
49A88,PS00196,232,247
40558,PS01215,128,144
40559,PS50275,151,480
40559,PS52082,522,827
42539,PS01279,147,162
98SP8,PS50102,11,89
98SP8,PS50102,99,175
98SP8,PS50102,191,268
98SP8,PS50102,294,370
98SP8,PS51309,539,616
9XVI9,PS50222,2,37
9XVI9,PS50222,75,110
86AV6,PS00480,324,336
38174,PS01202,189,205
07963,PS51157,96,172
6PDX6,PS50089,514,553
70569,PS51844,8,60
70569,PS51456,69,763
70569,PS50096,767,795
70569,PS50096,789,818
70569,PS50096,814,840
70569,PS50096,838,866
70569,PS50096,862,888
70569,PS50096,885,914
70569,PS51126,1524,1801
21672,PS51161,1,92
21672,PS00089,585,607
12525,PS50970,6,320
84TG3,PS51698,11,86
94354,PS00564,11,19
94354,PS00565,118,129
12834,PS50294,197,480
12834,PS50082,222,263
12834,PS50082,305,336
12834,PS00678,373,387
12834,PS50082,439,470
13693,PS51797,1,172
13693,PS01002,48,58
13693,PS01003,129,151
9USS2,PS50011,25,310
9USS2,PS00108,159,171
8S895,PS00101,229,257
6TY21,PS50102,93,170
9DAK8,PS51450,49,71
9DAK8,PS51450,80,101
9DAK8,PS51450,103,124
9DAK8,PS51450,128,149
8W035,PS01012,159,174
93015,PS51186,60,207
9P7Y8,PS50003,583,688
84P53,PS00600,251,288
7TN29,PS50115,13,139
5BKC6,PS51184,124,288
6WCQ1,PS50003,43,150
6WCQ1,PS50003,387,483
14305,PS50011,9,260
14305,PS00107,15,38
8R512,PS51399,224,288
8R512,PS50033,386,463
9M2K0,PS51844,6,55
9M2K0,PS51456,60,729
9M2K0,PS50096,755,784
9M2K0,PS50096,780,809
9M2K0,PS50096,803,832
9M2K0,PS50096,828,853
969U6,PS50181,9,49
969U6,PS50082,88,120
969U6,PS50294,88,129
969U6,PS50082,506,538
969U6,PS50294,506,548
8VD46,PS50297,45,234
8VD46,PS50088,78,110
8VD46,PS50088,148,180
8VD46,PS50088,181,213
39714,PS00059,72,86
13828,PS51462,94,227
13828,PS00893,128,149
96HU1,PS50086,114,305
96HU1,PS50002,480,539
96HU1,PS50826,555,718
08168,PS50293,113,214
04439,PS51456,36,715
04439,PS51757,771,961
04439,PS50002,1085,1147
54988,PS50011,34,292
54988,PS00107,40,63
54988,PS00108,151,163
54988,PS50151,873,908
9P219,PS50021,11,131
6ZVX7,PS51114,95,273
52013,PS50072,32,189
52013,PS00170,73,90
1ZAJ2,PS50067,3,351
1ZAJ2,PS00411,242,253
1ZAJ2,PS50003,1537,1635
8BUM3,PS50055,97,349
8BUM3,PS50056,265,340
8BUM3,PS00383,288,298
969K4,PS50297,1,76
969K4,PS50088,35,67
969K4,PS50097,115,182
969K4,PS50097,272,346
42538,PS00101,238,266
89106,PS51084,2,109
89106,PS00892,83,101
48643,PS00750,49,61
48643,PS00751,70,86
48643,PS00995,98,106
8NEM0,PS50172,1,93
8NEM0,PS50172,672,730
8NEM0,PS50172,751,833
05874,PS51560,1,261
45441,PS51857,41,110
45441,PS00352,55,74
8CDP0,PS52035,304,576
74781,PS00178,150,161
8VCW2,PS51842,75,390
39160,PS51844,7,56
39160,PS51456,59,729
39160,PS50096,734,758
39160,PS50096,755,784
39160,PS50096,780,807
39160,PS50096,803,832
39160,PS50096,828,854
39160,PS50096,851,880
39160,PS51126,1148,1463
60760,PS50404,2,79
60760,PS50405,81,199
24000,PS01073,8,25
54QV3,PS50011,205,548
54QV3,PS00107,211,234
54QV3,PS00634,289,321
54QV3,PS00108,328,340
9P7W4,PS50181,28,74
9P7W4,PS50294,213,260
9P7W4,PS50082,238,260
9P7W4,PS50330,581,600
9P7W4,PS50330,646,662
21524,PS51161,1,92
21524,PS00089,585,607
21524,PS00237,690,706
24706,PS00087,44,54
24706,PS00332,141,152
08919,PS01179,78,203
09760,PS50069,287,406
09760,PS50069,420,654
09760,PS01256,758,785
05580,PS00028,64,85
05580,PS50089,64,104
41214,PS50890,93,173
41214,PS51925,383,467
41214,PS50296,491,564
8VIN1,PS01220,64,86
10113,PS50021,2,103
10113,PS51230,173,247
99MV5-2,PS52088,109,550
5FWU8,PS01360,385,421
5FWU8,PS50865,385,421
9HCR9,PS50813,199,371
9HCR9,PS50813,385,559
9HCR9,PS51845,588,912
9HCR9,PS00126,704,715
43182,PS50238,401,602
9SLN5,PS52013,12,65
9SLN5,PS00680,302,320
75563,PS50003,116,219
75563,PS50002,297,358
05672,PS51061,26,88
5TBA9,PS00627,1749,1759
0CX27,PS01172,63,74
60709,PS00406,53,63
60709,PS01132,104,116
60709,PS00432,356,364
0CX29,PS00055,62,69
0CX28,PS01172,63,74
33420,PS00845,34,65
33420,PS50245,34,84
5VYS8,PS00028,246,268
5VYS8,PS50158,965,980
5VYS8,PS50158,1347,1361
5VYS8,PS50158,1452,1468
80VI1,PS50089,21,60
80VI1,PS00518,36,45
80VI1,PS50119,164,205
1W617,PS50106,10,92
1W617,PS00028,895,919
1W617,PS51307,1190,1469
74414,PS51219,3,208
9LHH7,PS00766,82,107
9LHH7,PS00767,274,282
9BSW2,PS50222,84,119
9BSW2,PS00018,97,109
14743,PS00975,167,175
14743,PS00976,412,418
54SM3,PS50072,15,178
54SM3,PS00170,63,80
83741,PS50011,221,479
83741,PS00108,345,357
83741,PS00093,1971,1976
0IH24,PS50021,7,115
9FQ04,PS50158,264,279
9BYP7,PS50011,147,405
9BYP7,PS00108,271,283
42874,PS00501,277,284
42870,PS50862,228,480
9VKK1,PS00678,384,398
31265,PS51797,1,168
31265,PS01002,45,55
31265,PS01003,125,147
7G188,PS50021,123,240
7G188,PS00020,212,236
7G188,PS50021,268,371
7G188,PS50021,392,498
7G188,PS00020,470,494
7G188,PS50021,513,621
60854,PS00284,351,361
74389,PS50172,180,251
05933,PS50222,9,44
05933,PS00018,22,34
05933,PS50222,45,80
05933,PS00018,58,70
05933,PS50222,82,117
05933,PS00018,95,107
05933,PS50222,118,150
05933,PS00018,131,143
59763,PS50011,302,614
59763,PS00107,308,331
59763,PS00108,421,433
9LKB9,PS51844,8,57
9LKB9,PS51456,62,731
9LKB9,PS50096,736,763
9LKB9,PS50096,757,786
9LKB9,PS50096,782,811
9LKB9,PS50096,805,834
9LKB9,PS50096,830,859
9LKB9,PS50096,853,882
9LKB9,PS51126,1148,1452
80456,PS51085,5,92
80456,PS00197,44,52
80456,PS51387,236,421
80456,PS00559,802,837
60229,PS50191,35,180
60229,PS50010,1281,1456
60229,PS50003,1468,1580
60229,PS50002,1646,1711
60229,PS50010,1928,2103
60229,PS50003,2115,2225
60229,PS50002,2320,2385
60229,PS50835,2470,2563
60229,PS50853,2570,2664
60229,PS50011,2683,2937
60229,PS00107,2689,2712
60229,PS00108,2798,2810
95932,PS00547,272,289
78820,PS50979,68,577
78820,PS50975,226,418
78820,PS00866,257,271
78820,PS00867,387,394
78820,PS50968,704,778
78820,PS00188,735,752
78820,PS00216,1442,1459
78820,PS50980,1524,1863
78820,PS50989,1867,2181
9UTE4,PS51130,23,226
9UTE4,PS01236,62,72
22987,PS50011,125,395
22987,PS00107,131,154
22987,PS00108,262,274
22987,PS50032,842,891
38760,PS50102,111,189
38760,PS50102,199,267
38760,PS50102,313,389
8SVC2,PS00113,81,92
8S905,PS50067,31,353
8S905,PS00411,251,262
05062,PS00158,222,232
9Y295,PS51710,65,290
9Y295,PS00905,117,130
9Y295,PS51880,290,366
08AD1,PS50021,222,335
08AD1,PS51508,1349,1483
94347,PS51383,11,313
94347,PS01049,115,125
42890,PS01164,383,396
42890,PS01165,599,612
51114,PS51641,4,50
51114,PS51641,63,115
51114,PS50084,218,279
51114,PS50084,281,351
0WPN0,PS01175,792,816
9D5U9,PS51848,519,668
9P7X5,PS50011,21,317
9GT24,PS50011,13,249
9GT24,PS00107,19,41
9GT24,PS00109,127,139
9CZV8,PS50181,22,68
9CXF4,PS50086,329,539
8IWE5,PS50826,36,158
8IWE5,PS50003,771,873
8IWE5,PS00070,819,830
0EXJ8,PS51683,16,355
32452,PS51171,7,224
32452,PS51671,244,322
07655,PS50102,533,625
6ULP2,PS00018,290,302
62871,PS50294,310,607
62871,PS50082,472,519
45551,PS00813,65,88
8CH72,PS50089,21,66
8CH72,PS00518,40,49
8CH72,PS50119,96,139
8CH72,PS00028,113,134
8CH72,PS51125,360,403
8CH72,PS51125,417,460
8CH72,PS51125,466,501
8CH72,PS51125,564,607
8CH72,PS51125,618,648
9TW28,PS51844,4,55
9TW28,PS51456,59,886
9TW28,PS50096,889,916
9TW28,PS50010,1389,1572
9TW28,PS50003,1603,1714
13781,PS00785,38,50
9UH77,PS50097,50,117
8TE68,PS50002,478,537
8TE67,PS50002,450,509
8BGE7,PS50089,15,60
8BGE7,PS00518,30,39
8BGE7,PS50119,92,133
8BGE7,PS50188,282,488
62701,PS00528,8,22
62701,PS50889,42,104
2GUZ5,PS00748,196,204
2GUZ5,PS00749,256,266
9NHD5,PS51186,6,155
13819,PS51339,120,541
13819,PS00383,340,350
42772,PS50297,13,138
42650,PS01245,261,272
42650,PS00109,261,273
9GRF8,PS00825,205,216
9FK35,PS00113,115,126
66HS7,PS50106,9,84
66HS7,PS50023,290,349
66HS7,PS00478,292,325
14134,PS50119,220,260
9UPM9,PS51381,9,127
52732,PS50067,18,359
52732,PS00411,259,270
46781,PS00632,106,130
46781,PS50889,108,182
6EJ98,PS50097,55,123
6EJ98,PS50134,225,326
9V3D5,PS50011,198,494
9V3D5,PS00107,204,227
9V3D5,PS00108,320,332
7Z2B8,PS50222,8,43
7Z2B8,PS00018,21,33
7Z2B8,PS50222,79,114
7Z2B8,PS50222,115,147
12196,PS50011,76,402
12196,PS01245,240,251
4LB35,PS00435,185,195
4LB35,PS50972,465,724
4LB35,PS00793,500,513
9H227,PS00653,7,21
22768,PS00564,9,17
22768,PS00565,116,127
95QJ7,PS50877,424,445
82289,PS00214,4,21
8N142,PS01266,40,47
8N142,PS00513,166,177
14008,PS50077,440,478
0CX56,PS50159,17,146
0CX56,PS00646,123,136
2RY04,PS50002,8,69
2RY04,PS51650,443,627
2RY04,PS51651,1231,1642
4JY37,PS50011,4,253
4JY37,PS00108,117,129
9Y5P6,PS00101,256,284
8N1F8,PS51450,120,141
8N1F8,PS51450,175,196
8N1F8,PS51450,198,220
8N1F8,PS51450,221,242
8N1F8,PS51450,244,265
8N1F8,PS51450,266,287
8N1F8,PS51450,291,312
38818,PS51611,1,585
38818,PS50280,18,273
10322,PS50006,60,116
10322,PS50089,192,236
14755,PS00067,189,213
56932,PS01024,89,103
56932,PS01025,180,194
4PSE4,PS50294,147,425
4PSE4,PS50082,164,205
4PSE4,PS50082,248,280
4PSE4,PS00678,318,332
4PSE4,PS50082,384,417
4PSE4,PS00678,403,417
74774,PS51722,175,401
9CQ84,PS50053,1,76
9Y2K2,PS50011,8,259
9Y2K2,PS00107,14,37
9Y2K2,PS00108,126,138
9Y2K2,PS50030,286,326
9LXD1,PS50255,126,202
9LXD1,PS00191,157,164
5A3E0,PS50297,138,357
5A3E0,PS50088,172,204
5A3E0,PS50088,238,270
5A3E0,PS50088,271,303
5A3E0,PS50088,304,336
5A3E0,PS01132,804,816
5A3E0,PS00432,1056,1064
9VKJ9,PS50004,637,776
50095,PS51371,121,183
50095,PS51371,184,240
50095,PS00487,325,337
9NX02,PS50824,1,94
9NX02,PS50837,207,405
9H0C8,PS51746,108,390
9H0C8,PS01032,147,155
7L7X3,PS50011,28,281
7L7X3,PS00107,34,58
7L7X3,PS00108,147,159
03426,PS00627,137,148
33892,PS50077,1489,1527
33892,PS50077,1601,1646
33892,PS50077,1646,1685
33892,PS50077,1952,1989
4K5J1,PS51844,8,57
4K5J1,PS51456,62,732
4K5J1,PS50096,758,787
4K5J1,PS50096,783,812
4K5J1,PS50096,806,835
4K5J1,PS50096,831,860
4K5J1,PS50096,854,883
4K5J1,PS51126,1159,1470
9VU68,PS50082,60,101
9VU68,PS50294,60,608
9VU68,PS50082,191,232
9VU68,PS50082,235,276
9VU68,PS50082,321,362
9VU68,PS50082,532,562
9BPX1,PS00061,141,169
9H0C5,PS50097,69,145
9H6S3,PS01179,51,171
9H6S3,PS50002,492,551
9NZJ9,PS51462,18,144
9NZJ9,PS00893,51,72
90901,PS51842,69,422
90901,PS00226,408,416
90901,PS51841,455,572
05738,PS00700,163,184
9H788,PS50001,347,440
2TBA0,PS50097,33,98
2TBA0,PS00374,44,50
79065,PS00845,22,56
79065,PS50245,22,69
9SE37,PS51752,1,152
12500,PS50211,10,464
78968,PS00125,305,310
03735,PS50102,653,726
12508,PS50897,176,236
12508,PS51867,361,404
9Z2K5,PS50294,1,326
9Z2K5,PS50082,81,122
9Z2K5,PS00678,100,114
9Z2K5,PS50082,216,257
9Z2K5,PS50082,277,307
74919,PS50084,93,157
74919,PS50084,178,243
74919,PS50084,320,385
9USQ6,PS50275,171,484
9USQ6,PS52082,563,865
9ESN6,PS50089,23,64
9ESN6,PS00518,38,47
9ESN6,PS50119,113,154
9ESN6,PS50194,320,421
9ESN6,PS51125,473,516
9ESN6,PS51125,520,563
9ESN6,PS51125,564,605
9ESN6,PS51125,609,652
9ESN6,PS51125,656,699
9ESN6,PS51125,700,743
17076,PS01082,170,187
8TF46,PS01175,784,808
54AX5,PS51450,38,59
54AX5,PS51450,61,82
54AX5,PS51450,84,105
54AX5,PS51450,109,130
54AX5,PS51450,132,153
54AX5,PS51450,155,174
54AX5,PS51450,178,199
54AX5,PS51450,201,222
54AX5,PS51450,224,246
54AX5,PS51450,247,268
54AX5,PS51450,270,293
54AX5,PS51450,294,315
54AX5,PS51450,317,337
54AX5,PS51450,342,363
54AX5,PS51450,365,386
54AX5,PS51450,388,409
54AX5,PS51450,411,433
54AX5,PS51450,434,456
54AX5,PS51450,457,478
96C12,PS50176,195,238
96C12,PS50097,748,808
78368,PS50011,46,316
78368,PS00107,52,75
78368,PS00108,161,173
07653,PS00230,640,649
80WS1,PS50975,119,304
2PPJ7,PS50085,1635,1843
9P2A4,PS50002,308,366
06115,PS51402,12,546
06115,PS00438,53,69
06115,PS00437,347,355
8LDI5,PS51352,1,110
9W301,PS50067,3,330
9W301,PS00411,229,240
92186,PS51857,52,119
92186,PS50158,168,183
25822,PS50303,1091,1428
25822,PS50302,1111,1146
25822,PS50302,1147,1182
25822,PS50302,1183,1218
25822,PS50302,1219,1254
25822,PS50302,1255,1290
25822,PS50302,1291,1326
25822,PS50302,1327,1362
25822,PS50302,1366,1402
9H765,PS50088,52,84
9H765,PS50297,52,188
9H765,PS50088,85,116
9H765,PS50088,117,149
9H765,PS50088,150,182
9H765,PS50225,235,288
5XPI4,PS50188,74,254
5XPI4,PS50089,1254,1292
8CGF6,PS50896,10,42
8CGF6,PS50897,45,102
8CGF6,PS50082,658,688
8CGF6,PS50294,658,920
8CGF6,PS50082,752,792
8CGF6,PS00678,770,784
8CGF6,PS50082,797,838
8CGF6,PS50082,839,873
8CGF6,PS50082,885,920
14212,PS51382,1,337
14212,PS50089,374,413
14212,PS00518,389,398
18589,PS51718,65,338
18589,PS00410,93,102
18589,PS51388,571,659
09815,PS50011,518,814
09815,PS00107,524,547
09815,PS00108,640,652
8SY33,PS50030,547,588
08733,PS50222,24,59
08733,PS00018,37,49
08733,PS50222,94,129
08733,PS50222,130,165
92615,PS50961,150,239
08045,PS50805,1,58
08045,PS50157,108,135
08045,PS50157,136,163
08045,PS00028,138,158
08045,PS50157,164,191
08045,PS00028,166,186
08045,PS50157,192,219
08045,PS00028,194,214
08045,PS50157,220,247
08045,PS00028,222,242
08045,PS50157,248,275
08045,PS00028,250,270
08045,PS50157,276,303
08045,PS00028,278,298
08045,PS50157,326,353
08045,PS00028,328,348
08045,PS50157,354,381
08045,PS00028,356,376
08045,PS50157,382,409
08045,PS00028,384,404
08045,PS50157,410,437
08045,PS00028,412,432
08045,PS50157,438,465
08045,PS00028,440,460
08045,PS50157,466,490
08045,PS00028,468,488
08045,PS50157,503,530
08045,PS00028,505,525
08045,PS50157,531,558
08045,PS00028,533,553
08045,PS50157,559,586
08045,PS00028,561,581
08045,PS50157,587,614
08045,PS00028,589,609
08045,PS50157,615,642
08045,PS00028,617,637
08045,PS50157,643,670
08045,PS00028,645,665
08045,PS50157,671,698
08045,PS00028,673,693
08045,PS50157,699,726
08045,PS00028,701,721
08045,PS50157,750,777
08045,PS00028,752,772
08045,PS50157,778,805
08045,PS00028,780,800
08045,PS50157,806,833
08045,PS00028,808,828
08045,PS50157,834,861
08045,PS00028,836,856
08045,PS50157,862,889
08045,PS00028,864,884
08045,PS50157,890,917
08045,PS00028,892,912
08045,PS50157,918,945
08045,PS00028,920,940
08045,PS50157,988,1015
08045,PS00028,990,1010
08045,PS50157,1016,1043
08045,PS00028,1018,1038
08045,PS50157,1044,1071
08045,PS00028,1046,1066
08045,PS50157,1136,1163
08045,PS00028,1138,1158
08045,PS50157,1164,1191
08045,PS00028,1166,1186
08045,PS50157,1192,1219
08045,PS00028,1194,1214
08045,PS50157,1220,1247
08045,PS00028,1222,1242
08045,PS50157,1248,1275
08045,PS00028,1250,1270
08045,PS50157,1276,1303
13790,PS50069,412,642
13790,PS01256,742,767
9JMB7,PS50821,279,392
9JMB7,PS50822,556,848
23202,PS50404,112,196
23202,PS50405,205,354
95YF3,PS51195,43,71
95YF3,PS51192,74,244
95YF3,PS00039,190,198
95YF3,PS51194,254,414
15555,PS50021,57,159
15555,PS51230,236,306
9UHD8,PS51719,295,567
9VLU5,PS50020,11,44
9VLU5,PS50020,52,86
9UHD2,PS50011,9,310
9UHD2,PS00107,15,38
9NRD1,PS50181,10,57
9NRD1,PS51114,78,259
10N21,PS00436,33,44
10N21,PS50873,74,250
10N21,PS00435,155,165
13370,PS51195,169,197
13370,PS51192,200,392
13370,PS00039,334,342
13370,PS51194,403,564
8SR40,PS00977,61,78
41940,PS00101,257,285
41940,PS00101,309,337
53295,PS51710,64,292
53295,PS00905,116,129
53295,PS51880,292,367
8RWL6,PS51671,180,260
8RWL6,PS50011,292,545
8RWL6,PS00108,409,421
05737,PS00634,102,134
0DM58,PS01175,792,816
05739,PS00430,1,68
05739,PS01170,72,90
59801,PS51192,289,445
59801,PS51194,545,736
22211,PS50011,438,742
22211,PS00107,444,467
22211,PS00108,557,569
60059,PS50102,1,74
60059,PS50303,129,482
60059,PS50302,191,226
60059,PS50302,227,263
60059,PS50302,264,302
60059,PS50302,374,410
3EDJ0,PS50893,14,249
86AT8,PS50297,43,235
86AT8,PS50088,80,112
86AT8,PS50088,150,184
86AT8,PS50088,185,217
86AT8,PS50105,240,303
86AT8,PS50011,351,620
86AT8,PS00107,357,378
86AT8,PS00108,468,480
9FR37,PS00571,111,142
33401,PS00710,114,123
8I0F4,PS50896,7,39
8I0F4,PS50082,102,143
8I0F4,PS50294,102,419
8I0F4,PS00678,121,135
8I0F4,PS50082,144,185
8I0F4,PS00678,163,177
8I0F4,PS50082,186,227
8I0F4,PS00678,205,219
8I0F4,PS50082,228,269
8I0F4,PS00678,247,261
8I0F4,PS50082,318,341
8I0F4,PS00678,319,333
8I0F4,PS50082,342,383
8I0F4,PS00678,361,375
8I0F4,PS50082,385,419
59945,PS50222,16,50
59945,PS50222,51,86
59945,PS50021,112,233
59945,PS00020,205,229
59945,PS50021,261,364
59945,PS50021,385,495
59945,PS00019,387,396
59945,PS50021,508,614
81122,PS50003,30,144
81122,PS51064,191,295
60I26,PS51205,795,941
60I27,PS51205,796,942
7ZT42,PS50830,18,167
7ZT42,PS01284,103,113
7ZT42,PS50830,194,329
7ZT42,PS50830,342,499
7ZT42,PS50830,528,663
7ZT42,PS50304,732,790
99J72,PS51747,38,154
99J72,PS00903,71,112
99J72,PS51747,238,357
99J72,PS00903,288,323
9Z1Z9,PS50106,9,85
9Z1Z9,PS50023,280,338
9Z1Z9,PS50023,339,398
9Z1Z9,PS00478,341,374
9Z1Z9,PS50023,399,457
9Z1Z9,PS00478,400,435
9XW16,PS00414,1,9
63HN8,PS50089,3997,4035
63HN8,PS51981,4483,4555
81900,PS50042,124,239
81900,PS00888,151,167
81900,PS00889,187,204
81900,PS50042,242,362
81900,PS00888,269,285
81900,PS00889,309,326
08817,PS51450,67,88
08817,PS51450,90,111
08817,PS51450,113,134
08817,PS51450,138,159
08817,PS51450,163,183
2A3N6,PS51455,28,396
2A3N6,PS50234,490,673
8NHU6,PS51644,3,76
8NHU6,PS51644,233,302
8NHU6,PS51644,337,406
8NHU6,PS50304,513,570
8NHU6,PS50304,703,760
83887,PS00227,142,148
9BR61,PS51228,42,127
9BR61,PS50297,166,256
9BR61,PS50088,191,223
9BR61,PS50088,224,256
8HNV0,PS50176,79,122
8GY82,PS50011,37,287
8GY82,PS00107,43,65
8GY82,PS00108,158,170
94567,PS50862,265,560
94560,PS50294,303,431
94560,PS50082,335,376
29218,PS00629,87,100
29218,PS00630,219,233
38013,PS51352,9,176
83779,PS00187,430,449
83778,PS00068,151,163
9P7F2,PS01164,396,409
9P7F2,PS01165,622,635
83777,PS00387,117,123
83776,PS51748,21,467
14356,PS51189,1226,1781
14356,PS50290,1955,2269
14356,PS00915,1985,1999
14356,PS00916,2122,2142
14356,PS51190,2303,2335
00329,PS51544,16,105
00329,PS51546,187,278
00329,PS51547,319,476
00329,PS51545,497,674
00329,PS50290,745,1027
00329,PS00915,778,792
00329,PS00916,878,898
5MCN2,PS50961,573,665
8CHQ0,PS50181,54,100
8N8W4,PS51635,16,185
48594,PS00284,363,373
48597,PS00813,86,109
57723,PS50084,17,79
57723,PS50084,101,166
57723,PS50084,241,305
22560,PS51214,1,59
29453,PS01082,170,187
9CA90,PS00065,147,174
39053,PS51718,28,294
39053,PS00410,57,66
39053,PS50003,519,625
39053,PS51388,659,750
5U5Z8,PS52035,396,666
7XZQ8,PS51471,194,295
8H1Q2,PS01215,166,182
94464,PS51718,22,296
94464,PS00410,51,60
94464,PS51388,762,853
19266,PS51745,12,95
19266,PS50081,127,177
19266,PS00479,128,177
19266,PS50011,253,522
19266,PS00107,259,286
19266,PS00108,373,385
19266,PS51285,524,595
09820,PS51997,36,193
09820,PS52088,392,839
08729,PS51842,91,403
08729,PS00226,389,397
8TAC2,PS50957,11,188
22366,PS50017,32,109
22366,PS50104,159,293
9Y4D1,PS51232,45,420
9Y4D1,PS51444,600,1009
9Y4D1,PS51231,1027,1058
8K4K1,PS50222,24,59
8K4K1,PS00018,37,49
8K4K1,PS50222,60,95
8K4K1,PS50222,97,132
8K4K1,PS50222,133,168
8K4K1,PS00039,141,149
8K4K1,PS00018,146,158
46672,PS50886,205,307
99836,PS50017,32,109
99836,PS50104,159,293
32381,PS01132,107,119
9Y6H5,PS50297,349,510
9Y6H5,PS50088,456,488
9XSH5,PS50059,50,138
9XSH5,PS50059,165,251
9XSH5,PS50005,268,301
9XSH5,PS50005,317,350
9XSH5,PS50293,317,384
9XSH5,PS50005,351,384
32895,PS00114,128,143
6IFX2,PS51842,94,405
6IFX2,PS00226,391,399
53200,PS00092,157,163
24784,PS51195,154,182
24784,PS51192,185,374
24784,PS00039,316,324
24784,PS51194,385,545
12163,PS50002,110,171
09733,PS50010,230,423
09733,PS00741,377,402
8GZ26,PS50102,12,93
8GZ26,PS50102,100,180
8GZ26,PS50102,330,408
7TSG1,PS50004,1,112
7TSG1,PS50004,435,569
9P7T8,PS51192,744,914
9P7T8,PS51194,1160,1334
16844,PS50067,4,391
5T7B8,PS50105,1,64
5T7B8,PS50067,223,546
5T7B8,PS00411,445,456
9P7T1,PS00455,364,375
9P7T1,PS50075,715,791
9P7T1,PS50075,2172,2246
9P7T1,PS00012,2201,2216
9P7T1,PS00455,2875,2886
9P7T1,PS50075,3254,3328
9P7T1,PS00012,3283,3298
9P7T1,PS50075,4402,4478
54577,PS50886,364,468
9LVG3,PS50303,1,324
9LVG3,PS50302,75,117
9LVG3,PS50302,150,185
