sequence_id,signature_ac,start,stop
P05933,PS50222,82,117
P05933,PS00018,95,107
P05933,PS50222,118,150
P05933,PS00018,131,143
O59763,PS50011,302,614
O59763,PS00107,308,331
O59763,PS00108,421,433
Q9LKB9,PS51844,8,57
Q9LKB9,PS51456,62,731
Q9LKB9,PS50096,736,763
Q9LKB9,PS50096,757,786
Q9LKB9,PS50096,782,811
Q9LKB9,PS50096,805,834
Q9LKB9,PS50096,830,859
Q9LKB9,PS50096,853,882
Q9LKB9,PS51126,1148,1452
P80456,PS51085,5,92
P80456,PS00197,44,52
P80456,PS51387,236,421
P80456,PS00559,802,837
O60229,PS50191,35,180
O60229,PS50010,1281,1456
O60229,PS50003,1468,1580
O60229,PS50002,1646,1711
O60229,PS50010,1928,2103
O60229,PS50003,2115,2225
O60229,PS50002,2320,2385
O60229,PS50835,2470,2563
O60229,PS50853,2570,2664
O60229,PS50011,2683,2937
O60229,PS00107,2689,2712
O60229,PS00108,2798,2810
O95932,PS00547,272,289
P78820,PS50979,68,577
P78820,PS50975,226,418
P78820,PS00866,257,271
P78820,PS00867,387,394
P78820,PS50968,704,778
P78820,PS00188,735,752
P78820,PS00216,1442,1459
P78820,PS50980,1524,1863
P78820,PS50989,1867,2181
Q9UTE4,PS51130,23,226
Q9UTE4,PS01236,62,72
P22987,PS50011,125,395
P22987,PS00107,131,154
P22987,PS00108,262,274
P22987,PS50032,842,891
P38760,PS50102,111,189
P38760,PS50102,199,267
P38760,PS50102,313,389
Q8SVC2,PS00113,81,92
Q8S905,PS50067,31,353
Q8S905,PS00411,251,262
P05062,PS00158,222,232
Q9Y295,PS51710,65,290
Q9Y295,PS00905,117,130
Q9Y295,PS51880,290,366
Q08AD1,PS50021,222,335
Q08AD1,PS51508,1349,1483
O94347,PS51383,11,313
O94347,PS01049,115,125
O42890,PS01164,383,396
O42890,PS01165,599,612
P51114,PS51641,4,50
P51114,PS51641,63,115
P51114,PS50084,218,279
P51114,PS50084,281,351
Q0WPN0,PS01175,792,816
Q9D5U9,PS51848,519,668
Q9P7X5,PS50011,21,317
Q9GT24,PS50011,13,249
Q9GT24,PS00107,19,41
Q9GT24,PS00109,127,139
Q9CZV8,PS50181,22,68
Q9CXF4,PS50086,329,539
Q8IWE5,PS50826,36,158
Q8IWE5,PS50003,771,873
Q8IWE5,PS00070,819,830
B0EXJ8,PS51683,16,355
P32452,PS51171,7,224
P32452,PS51671,244,322
Q07655,PS50102,533,625
Q6ULP2,PS00018,290,302
Q62871,PS50294,310,607
Q62871,PS50082,472,519
O45551,PS00813,65,88
Q8CH72,PS50089,21,66
Q8CH72,PS00518,40,49
Q8CH72,PS50119,96,139
Q8CH72,PS00028,113,134
Q8CH72,PS51125,360,403
Q8CH72,PS51125,417,460
Q8CH72,PS51125,466,501
Q8CH72,PS51125,564,607
Q8CH72,PS51125,618,648
Q9TW28,PS51844,4,55
Q9TW28,PS51456,59,886
Q9TW28,PS50096,889,916
Q9TW28,PS50010,1389,1572
Q9TW28,PS50003,1603,1714
O13781,PS00785,38,50
Q9UH77,PS50097,50,117
Q8TE68,PS50002,478,537
Q8TE67,PS50002,450,509
Q8BGE7,PS50089,15,60
Q8BGE7,PS00518,30,39
Q8BGE7,PS50119,92,133
Q8BGE7,PS50188,282,488
P62701,PS00528,8,22
P62701,PS50889,42,104
B2GUZ5,PS00748,196,204
B2GUZ5,PS00749,256,266
Q9NHD5,PS51186,6,155
O13819,PS51339,120,541
O13819,PS00383,340,350
P42772,PS50297,13,138
O42650,PS01245,261,272
O42650,PS00109,261,273
Q9GRF8,PS00825,205,216
Q9FK35,PS00113,115,126
Q66HS7,PS50106,9,84
Q66HS7,PS50023,290,349
Q66HS7,PS00478,292,325
Q14134,PS50119,220,260
Q9UPM9,PS51381,9,127
P52732,PS50067,18,359
P52732,PS00411,259,270
P46781,PS00632,106,130
P46781,PS50889,108,182
Q6EJ98,PS50097,55,123
Q6EJ98,PS50134,225,326
Q9V3D5,PS50011,198,494
Q9V3D5,PS00107,204,227
Q9V3D5,PS00108,320,332
Q7Z2B8,PS50222,8,43
Q7Z2B8,PS00018,21,33
Q7Z2B8,PS50222,79,114
Q7Z2B8,PS50222,115,147
Q12196,PS50011,76,402
Q12196,PS01245,240,251
Q4LB35,PS00435,185,195
Q4LB35,PS50972,465,724
Q4LB35,PS00793,500,513
Q9H227,PS00653,7,21
P22768,PS00564,9,17
P22768,PS00565,116,127
Q95QJ7,PS50877,424,445
P82289,PS00214,4,21
Q8N142,PS01266,40,47
Q8N142,PS00513,166,177
Q14008,PS50077,440,478
P0CX56,PS50159,17,146
P0CX56,PS00646,123,136
B2RY04,PS50002,8,69
B2RY04,PS51650,443,627
B2RY04,PS51651,1231,1642
F4JY37,PS50011,4,253
F4JY37,PS00108,117,129
Q9Y5P6,PS00101,256,284
Q8N1F8,PS51450,120,141
Q8N1F8,PS51450,175,196
Q8N1F8,PS51450,198,220
Q8N1F8,PS51450,221,242
Q8N1F8,PS51450,244,265
Q8N1F8,PS51450,266,287
Q8N1F8,PS51450,291,312
P38818,PS51611,1,585
P38818,PS50280,18,273
Q10322,PS50006,60,116
Q10322,PS50089,192,236
P14755,PS00067,189,213
P56932,PS01024,89,103
P56932,PS01025,180,194
Q4PSE4,PS50294,147,425
Q4PSE4,PS50082,164,205
Q4PSE4,PS50082,248,280
Q4PSE4,PS00678,318,332
Q4PSE4,PS50082,384,417
Q4PSE4,PS00678,403,417
O74774,PS51722,175,401
Q9CQ84,PS50053,1,76
Q9Y2K2,PS50011,8,259
Q9Y2K2,PS00107,14,37
Q9Y2K2,PS00108,126,138
Q9Y2K2,PS50030,286,326
Q9LXD1,PS50255,126,202
Q9LXD1,PS00191,157,164
A5A3E0,PS50297,138,357
A5A3E0,PS50088,172,204
A5A3E0,PS50088,238,270
A5A3E0,PS50088,271,303
A5A3E0,PS50088,304,336
A5A3E0,PS01132,804,816
A5A3E0,PS00432,1056,1064
Q9VKJ9,PS50004,637,776
P50095,PS51371,121,183
P50095,PS51371,184,240
P50095,PS00487,325,337
Q9NX02,PS50824,1,94
Q9NX02,PS50837,207,405
Q9H0C8,PS51746,108,390
Q9H0C8,PS01032,147,155
Q7L7X3,PS50011,28,281
Q7L7X3,PS00107,34,58
Q7L7X3,PS00108,147,159
Q03426,PS00627,137,148
P33892,PS50077,1489,1527
P33892,PS50077,1601,1646
P33892,PS50077,1646,1685
P33892,PS50077,1952,1989
F4K5J1,PS51844,8,57
F4K5J1,PS51456,62,732
F4K5J1,PS50096,758,787
F4K5J1,PS50096,783,812
F4K5J1,PS50096,806,835
F4K5J1,PS50096,831,860
F4K5J1,PS50096,854,883
F4K5J1,PS51126,1159,1470
Q9VU68,PS50082,60,101
Q9VU68,PS50294,60,608
Q9VU68,PS50082,191,232
Q9VU68,PS50082,235,276
Q9VU68,PS50082,321,362
Q9VU68,PS50082,532,562
Q9BPX1,PS00061,141,169
Q9H0C5,PS50097,69,145
Q9H6S3,PS01179,51,171
Q9H6S3,PS50002,492,551
Q9NZJ9,PS51462,18,144
Q9NZJ9,PS00893,51,72
P90901,PS51842,69,422
P90901,PS00226,408,416
P90901,PS51841,455,572
P05738,PS00700,163,184
Q9H788,PS50001,347,440
Q2TBA0,PS50097,33,98
Q2TBA0,PS00374,44,50
P79065,PS00845,22,56
P79065,PS50245,22,69
Q9SE37,PS51752,1,152
Q12500,PS50211,10,464
P78968,PS00125,305,310
Q03735,PS50102,653,726
Q12508,PS50897,176,236
Q12508,PS51867,361,404
Q9Z2K5,PS50294,1,326
Q9Z2K5,PS50082,81,122
Q9Z2K5,PS00678,100,114
Q9Z2K5,PS50082,216,257
Q9Z2K5,PS50082,277,307
O74919,PS50084,93,157
O74919,PS50084,178,243
O74919,PS50084,320,385
Q9USQ6,PS50275,171,484
Q9USQ6,PS52082,563,865
Q9ESN6,PS50089,23,64
Q9ESN6,PS00518,38,47
Q9ESN6,PS50119,113,154
Q9ESN6,PS50194,320,421
Q9ESN6,PS51125,473,516
Q9ESN6,PS51125,520,563
Q9ESN6,PS51125,564,605
Q9ESN6,PS51125,609,652
Q9ESN6,PS51125,656,699
Q9ESN6,PS51125,700,743
P17076,PS01082,170,187
Q8TF46,PS01175,784,808
Q54AX5,PS51450,38,59
Q54AX5,PS51450,61,82
Q54AX5,PS51450,84,105
Q54AX5,PS51450,109,130
Q54AX5,PS51450,132,153
Q54AX5,PS51450,155,174
Q54AX5,PS51450,178,199
Q54AX5,PS51450,201,222
Q54AX5,PS51450,224,246
Q54AX5,PS51450,247,268
Q54AX5,PS51450,270,293
Q54AX5,PS51450,294,315
Q54AX5,PS51450,317,337
Q54AX5,PS51450,342,363
Q54AX5,PS51450,365,386
Q54AX5,PS51450,388,409
Q54AX5,PS51450,411,433
Q54AX5,PS51450,434,456
Q54AX5,PS51450,457,478
Q96C12,PS50176,195,238
Q96C12,PS50097,748,808
P78368,PS50011,46,316
P78368,PS00107,52,75
P78368,PS00108,161,173
Q07653,PS00230,640,649
Q80WS1,PS50975,119,304
Q2PPJ7,PS50085,1635,1843
Q9P2A4,PS50002,308,366
P06115,PS51402,12,546
P06115,PS00438,53,69
P06115,PS00437,347,355
Q8LDI5,PS51352,1,110
F9W301,PS50067,3,330
F9W301,PS00411,229,240
P92186,PS51857,52,119
P92186,PS50158,168,183
P25822,PS50303,1091,1428
P25822,PS50302,1111,1146
P25822,PS50302,1147,1182
P25822,PS50302,1183,1218
P25822,PS50302,1219,1254
P25822,PS50302,1255,1290
P25822,PS50302,1291,1326
P25822,PS50302,1327,1362
P25822,PS50302,1366,1402
Q9H765,PS50088,52,84
Q9H765,PS50297,52,188
Q9H765,PS50088,85,116
Q9H765,PS50088,117,149
Q9H765,PS50088,150,182
Q9H765,PS50225,235,288
Q5XPI4,PS50188,74,254
Q5XPI4,PS50089,1254,1292
Q8CGF6,PS50896,10,42
Q8CGF6,PS50897,45,102
Q8CGF6,PS50082,658,688
Q8CGF6,PS50294,658,920
Q8CGF6,PS50082,752,792
Q8CGF6,PS00678,770,784
Q8CGF6,PS50082,797,838
Q8CGF6,PS50082,839,873
Q8CGF6,PS50082,885,920
O14212,PS51382,1,337
O14212,PS50089,374,413
O14212,PS00518,389,398
P18589,PS51718,65,338
P18589,PS00410,93,102
P18589,PS51388,571,659
Q09815,PS50011,518,814
Q09815,PS00107,524,547
Q09815,PS00108,640,652
Q8SY33,PS50030,547,588
P08733,PS50222,24,59
P08733,PS00018,37,49
P08733,PS50222,94,129
P08733,PS50222,130,165
Q92615,PS50961,150,239
P08045,PS50805,1,58
P08045,PS50157,108,135
P08045,PS50157,136,163
P08045,PS00028,138,158
P08045,PS50157,164,191
P08045,PS00028,166,186
P08045,PS50157,192,219
P08045,PS00028,194,214
P08045,PS50157,220,247
P08045,PS00028,222,242
P08045,PS50157,248,275
P08045,PS00028,250,270
P08045,PS50157,276,303
P08045,PS00028,278,298
P08045,PS50157,326,353
P08045,PS00028,328,348
P08045,PS50157,354,381
P08045,PS00028,356,376
P08045,PS50157,382,409
P08045,PS00028,384,404
P08045,PS50157,410,437
P08045,PS00028,412,432
P08045,PS50157,438,465
P08045,PS00028,440,460
P08045,PS50157,466,490
P08045,PS00028,468,488
P08045,PS50157,503,530
P08045,PS00028,505,525
P08045,PS50157,531,558
P08045,PS00028,533,553
P08045,PS50157,559,586
P08045,PS00028,561,581
P08045,PS50157,587,614
P08045,PS00028,589,609
P08045,PS50157,615,642
P08045,PS00028,617,637
P08045,PS50157,643,670
P08045,PS00028,645,665
P08045,PS50157,671,698
P08045,PS00028,673,693
P08045,PS50157,699,726
P08045,PS00028,701,721
P08045,PS50157,750,777
P08045,PS00028,752,772
P08045,PS50157,778,805
P08045,PS00028,780,800
P08045,PS50157,806,833
P08045,PS00028,808,828
P08045,PS50157,834,861
P08045,PS00028,836,856
P08045,PS50157,862,889
P08045,PS00028,864,884
P08045,PS50157,890,917
P08045,PS00028,892,912
P08045,PS50157,918,945
P08045,PS00028,920,940
P08045,PS50157,988,1015
P08045,PS00028,990,1010
P08045,PS50157,1016,1043
P08045,PS00028,1018,1038
P08045,PS50157,1044,1071
P08045,PS00028,1046,1066
P08045,PS50157,1136,1163
P08045,PS00028,1138,1158
P08045,PS50157,1164,1191
P08045,PS00028,1166,1186
P08045,PS50157,1192,1219
P08045,PS00028,1194,1214
P08045,PS50157,1220,1247
P08045,PS00028,1222,1242
P08045,PS50157,1248,1275
P08045,PS00028,1250,1270
P08045,PS50157,1276,1303
O13790,PS50069,412,642
O13790,PS01256,742,767
Q9JMB7,PS50821,279,392
Q9JMB7,PS50822,556,848
P23202,PS50404,112,196
P23202,PS50405,205,354
Q95YF3,PS51195,43,71
Q95YF3,PS51192,74,244
Q95YF3,PS00039,190,198
Q95YF3,PS51194,254,414
Q15555,PS50021,57,159
Q15555,PS51230,236,306
Q9UHD8,PS51719,295,567
Q9VLU5,PS50020,11,44
Q9VLU5,PS50020,52,86
Q9UHD2,PS50011,9,310
Q9UHD2,PS00107,15,38
Q9NRD1,PS50181,10,57
Q9NRD1,PS51114,78,259
Q10N21,PS00436,33,44
Q10N21,PS50873,74,250
Q10N21,PS00435,155,165
O13370,PS51195,169,197
O13370,PS51192,200,392
O13370,PS00039,334,342
O13370,PS51194,403,564
Q8SR40,PS00977,61,78
P41940,PS00101,257,285
P41940,PS00101,309,337
P53295,PS51710,64,292
P53295,PS00905,116,129
P53295,PS51880,292,367
Q8RWL6,PS51671,180,260
Q8RWL6,PS50011,292,545
Q8RWL6,PS00108,409,421
P05737,PS00634,102,134
P0DM58,PS01175,792,816
P05739,PS00430,1,68
P05739,PS01170,72,90
O59801,PS51192,289,445
O59801,PS51194,545,736
P22211,PS50011,438,742
P22211,PS00107,444,467
P22211,PS00108,557,569
O60059,PS50102,1,74
O60059,PS50303,129,482
O60059,PS50302,191,226
O60059,PS50302,227,263
O60059,PS50302,264,302
O60059,PS50302,374,410
Q3EDJ0,PS50893,14,249
Q86AT8,PS50297,43,235
Q86AT8,PS50088,80,112
Q86AT8,PS50088,150,184
Q86AT8,PS50088,185,217
Q86AT8,PS50105,240,303
Q86AT8,PS50011,351,620
Q86AT8,PS00107,357,378
Q86AT8,PS00108,468,480
Q9FR37,PS00571,111,142
P33401,PS00710,114,123
Q8I0F4,PS50896,7,39
Q8I0F4,PS50082,102,143
Q8I0F4,PS50294,102,419
Q8I0F4,PS00678,121,135
Q8I0F4,PS50082,144,185
Q8I0F4,PS00678,163,177
Q8I0F4,PS50082,186,227
Q8I0F4,PS00678,205,219
Q8I0F4,PS50082,228,269
Q8I0F4,PS00678,247,261
Q8I0F4,PS50082,318,341
Q8I0F4,PS00678,319,333
Q8I0F4,PS50082,342,383
Q8I0F4,PS00678,361,375
Q8I0F4,PS50082,385,419
O59945,PS50222,16,50
O59945,PS50222,51,86
O59945,PS50021,112,233
O59945,PS00020,205,229
O59945,PS50021,261,364
O59945,PS50021,385,495
O59945,PS00019,387,396
O59945,PS50021,508,614
P81122,PS50003,30,144
P81122,PS51064,191,295
Q60I26,PS51205,795,941
Q60I27,PS51205,796,942
Q7ZT42,PS50830,18,167
Q7ZT42,PS01284,103,113
Q7ZT42,PS50830,194,329
Q7ZT42,PS50830,342,499
Q7ZT42,PS50830,528,663
Q7ZT42,PS50304,732,790
Q99J72,PS51747,38,154
Q99J72,PS00903,71,112
Q99J72,PS51747,238,357
Q99J72,PS00903,288,323
Q9Z1Z9,PS50106,9,85
Q9Z1Z9,PS50023,280,338
Q9Z1Z9,PS50023,339,398
Q9Z1Z9,PS00478,341,374
Q9Z1Z9,PS50023,399,457
Q9Z1Z9,PS00478,400,435
Q9XW16,PS00414,1,9
Q63HN8,PS50089,3997,4035
Q63HN8,PS51981,4483,4555
P81900,PS50042,124,239
P81900,PS00888,151,167
P81900,PS00889,187,204
P81900,PS50042,242,362
P81900,PS00888,269,285
P81900,PS00889,309,326
Q08817,PS51450,67,88
Q08817,PS51450,90,111
Q08817,PS51450,113,134
Q08817,PS51450,138,159
Q08817,PS51450,163,183
A2A3N6,PS51455,28,396
A2A3N6,PS50234,490,673
Q8NHU6,PS51644,3,76
Q8NHU6,PS51644,233,302
Q8NHU6,PS51644,337,406
Q8NHU6,PS50304,513,570
Q8NHU6,PS50304,703,760
P83887,PS00227,142,148
Q9BR61,PS51228,42,127
Q9BR61,PS50297,166,256
Q9BR61,PS50088,191,223
Q9BR61,PS50088,224,256
A8HNV0,PS50176,79,122
Q8GY82,PS50011,37,287
Q8GY82,PS00107,43,65
Q8GY82,PS00108,158,170
O94567,PS50862,265,560
O94560,PS50294,303,431
O94560,PS50082,335,376
P29218,PS00629,87,100
P29218,PS00630,219,233
P38013,PS51352,9,176
P83779,PS00187,430,449
P83778,PS00068,151,163
Q9P7F2,PS01164,396,409
Q9P7F2,PS01165,622,635
P83777,PS00387,117,123
P83776,PS51748,21,467
O14356,PS51189,1226,1781
O14356,PS50290,1955,2269
O14356,PS00915,1985,1999
O14356,PS00916,2122,2142
O14356,PS51190,2303,2335
O00329,PS51544,16,105
O00329,PS51546,187,278
O00329,PS51547,319,476
O00329,PS51545,497,674
O00329,PS50290,745,1027
O00329,PS00915,778,792
O00329,PS00916,878,898
D5MCN2,PS50961,573,665
Q8CHQ0,PS50181,54,100
Q8N8W4,PS51635,16,185
P48594,PS00284,363,373
P48597,PS00813,86,109
P57723,PS50084,17,79
P57723,PS50084,101,166
P57723,PS50084,241,305
Q22560,PS51214,1,59
P29453,PS01082,170,187
Q9CA90,PS00065,147,174
P39053,PS51718,28,294
P39053,PS00410,57,66
P39053,PS50003,519,625
P39053,PS51388,659,750
Q5U5Z8,PS52035,396,666
Q7XZQ8,PS51471,194,295
Q8H1Q2,PS01215,166,182
Q94464,PS51718,22,296
Q94464,PS00410,51,60
Q94464,PS51388,762,853
Q19266,PS51745,12,95
Q19266,PS50081,127,177
Q19266,PS00479,128,177
Q19266,PS50011,253,522
Q19266,PS00107,259,286
Q19266,PS00108,373,385
Q19266,PS51285,524,595
Q09820,PS51997,36,193
Q09820,PS52088,392,839
P08729,PS51842,91,403
P08729,PS00226,389,397
Q8TAC2,PS50957,11,188
P22366,PS50017,32,109
P22366,PS50104,159,293
Q9Y4D1,PS51232,45,420
Q9Y4D1,PS51444,600,1009
Q9Y4D1,PS51231,1027,1058
Q8K4K1,PS50222,24,59
Q8K4K1,PS00018,37,49
Q8K4K1,PS50222,60,95
Q8K4K1,PS50222,97,132
Q8K4K1,PS50222,133,168
Q8K4K1,PS00039,141,149
Q8K4K1,PS00018,146,158
P46672,PS50886,205,307
Q99836,PS50017,32,109
Q99836,PS50104,159,293
P32381,PS01132,107,119
Q9Y6H5,PS50297,349,510
Q9Y6H5,PS50088,456,488
Q9XSH5,PS50059,50,138
Q9XSH5,PS50059,165,251
Q9XSH5,PS50005,268,301
Q9XSH5,PS50005,317,350
Q9XSH5,PS50293,317,384
Q9XSH5,PS50005,351,384
P32895,PS00114,128,143
Q6IFX2,PS51842,94,405
Q6IFX2,PS00226,391,399
P53200,PS00092,157,163
P24784,PS51195,154,182
P24784,PS51192,185,374
P24784,PS00039,316,324
P24784,PS51194,385,545
Q12163,PS50002,110,171
Q09733,PS50010,230,423
Q09733,PS00741,377,402
Q8GZ26,PS50102,12,93
Q8GZ26,PS50102,100,180
Q8GZ26,PS50102,330,408
Q7TSG1,PS50004,1,112
Q7TSG1,PS50004,435,569
Q9P7T8,PS51192,744,914
Q9P7T8,PS51194,1160,1334
O16844,PS50067,4,391
Q5T7B8,PS50105,1,64
Q5T7B8,PS50067,223,546
Q5T7B8,PS00411,445,456
Q9P7T1,PS00455,364,375
Q9P7T1,PS50075,715,791
Q9P7T1,PS50075,2172,2246
Q9P7T1,PS00012,2201,2216
Q9P7T1,PS00455,2875,2886
Q9P7T1,PS50075,3254,3328
Q9P7T1,PS00012,3283,3298
Q9P7T1,PS50075,4402,4478
P54577,PS50886,364,468
Q9LVG3,PS50303,1,324
Q9LVG3,PS50302,75,117
Q9LVG3,PS50302,150,185
Q9LVG3,PS50302,186,222
Q9LVG3,PS50302,223,260
Q9LVG3,PS50302,261,296
Q5SWU9,PS50979,116,617
Q5SWU9,PS50975,274,465
Q5SWU9,PS00866,305,319
Q5SWU9,PS00867,434,441
Q5SWU9,PS50968,744,818
Q5SWU9,PS00188,775,792
Q5SWU9,PS50980,1575,1913
Q5SWU9,PS50989,1917,2233
P32769,PS51722,165,390
P32769,PS00933,210,222
P32769,PS00301,221,236
P26784,PS00783,84,107
O42631,PS01360,544,587
O42631,PS50865,546,587
Q9LSV0,PS00895,5,18
Q8BQR7,PS50838,91,289
Q8LF21,PS51718,32,301
Q8LF21,PS00410,61,70
Q8LF21,PS51388,523,614
P23301,PS00302,49,56
P00883,PS00158,222,232
Q8GXV2,PS51352,23,148
P05743,PS01108,53,70
P02829,PS00298,24,33
Q9ZRW8,PS50404,3,82
Q9ZRW8,PS50405,88,208
O13747,PS50089,208,248
O13747,PS50271,245,338
P14605,PS50200,292,380
P14605,PS51450,430,450
P14605,PS51450,477,498
P14605,PS51450,503,524
P14605,PS51450,526,547
P14605,PS51450,549,570
P14605,PS51450,572,594
P14605,PS51450,596,617
P14605,PS51450,730,751
P14605,PS51450,753,774
P14605,PS51450,831,852
P14605,PS51450,855,876
P14605,PS51450,878,899
P14605,PS51450,901,922
P14605,PS51450,930,951
P14605,PS51746,995,1275
P14605,PS50125,1332,1469
P14605,PS00659,1420,1429
Q4KMP7,PS50086,360,548
Q4KMP7,PS00886,472,482
P51401,PS00700,163,184
O60132,PS50002,130,191
P97477,PS50011,124,374
P97477,PS00107,130,153
P97477,PS00108,243,255
P33764,PS00303,58,79
P97479,PS51456,65,741
P97479,PS50096,767,796
P97479,PS50096,813,837
P97479,PS50096,839,865
P97479,PS51016,1017,1253
P97479,PS50057,1258,1605
P97479,PS50002,1603,1672
P97479,PS51016,1747,1896
P97479,PS50057,1902,2205
Q8TFF9,PS00571,207,238
G5EFM9,PS50011,23,288
G5EFM9,PS00107,29,52
G5EFM9,PS00108,146,158
P54351,PS00674,372,390
Q9Y7J9,PS50003,847,958
Q10303,PS51450,116,137
Q10303,PS51450,142,163
Q10303,PS51450,168,190
Q10303,PS51450,218,241
Q10303,PS51450,267,288
Q10303,PS51450,291,312
Q91ZF0,PS50076,58,129
Q91ZF0,PS51074,140,195
Q6PGB6,PS51186,6,155
P40048,PS50206,111,232
P40048,PS50055,530,878
P40048,PS50056,798,869
P40048,PS00383,802,812
Q9QWL7,PS51842,84,395
Q9QWL7,PS00226,381,389
F4JAA5,PS51192,369,524
F4JAA5,PS51194,673,838
Q9HCE6,PS50010,316,503
Q9HCE1,PS52088,498,958
Q9HCE1,PS00014,1000,1003
P09914,PS50005,52,85
P09914,PS50293,139,284
P09914,PS50005,141,174
P09914,PS50005,183,216
P09914,PS50005,251,284
P09914,PS50293,325,373
P09914,PS50005,340,373
P09914,PS50005,437,470
P09914,PS50293,437,470
N1P3Y5,PS00670,232,254
N1P3Y5,PS00671,261,277
Q5BJ29,PS50181,111,157
Q9BUT1,PS00061,134,162
Q4U925,PS50011,55,340
Q4U925,PS00107,61,84
Q4U925,PS00108,168,180
O97143,PS50011,14,267
O97143,PS00107,20,43
O97143,PS00109,134,146
O97143,PS51984,381,498
O97143,PS51985,499,602
O97143,PS50078,660,739
Q06436,PS50089,195,249
Q06436,PS00518,211,220
Q9BX70,PS50097,117,187
Q920Q6,PS50102,21,111
Q920Q6,PS50102,110,187
P38713,PS50003,221,315
P38713,PS01013,741,751
Q64346,PS50206,30,148
Q64346,PS50054,206,349
Q64346,PS50056,262,330
Q07527,PS51623,1,1436
P40212,PS01104,70,84
Q54N00,PS51232,34,394
Q54N00,PS51444,623,1016
Q96IJ6,PS00101,295,323
O80448,PS51129,26,309
O80448,PS01235,222,240
P40462,PS00142,327,336
Q23978,PS51456,7,690
Q23978,PS50096,695,721
Q23978,PS51757,806,1007
Q23979,PS51456,21,703
Q23979,PS50096,706,733
Q23979,PS51757,857,1035
Q9H0A6,PS50089,127,169
Q9H0A6,PS50096,186,215
Q9H0A6,PS50089,293,352
Q9M0A5,PS51273,19,217
Q9M0A7,PS51273,16,213
Q9D5V2,PS50097,39,106
Q10490,PS00178,74,85
Q08491,PS51722,265,503
O14344,PS51371,121,180
O14344,PS51371,184,242
O14344,PS00487,327,339
Q9XGZ0,PS00331,300,316
Q9XGZ0,PS00599,458,467
P47068,PS50002,5,69
O74805,PS51844,7,61
O74805,PS51456,65,749
O74805,PS50096,753,781
O74805,PS50096,777,804
O74805,PS50096,800,825
O74805,PS50096,848,877
O74805,PS51126,1171,1417
Q945P8,PS52002,10,85
P39994,PS00187,429,448
P39998,PS52002,1,63
P39998,PS51512,93,129
P39998,PS51385,288,527
Q8N7E2,PS50089,57,97
Q8N7E2,PS00518,73,82
Q8N7E2,PS50157,112,143
P78417,PS50404,22,101
P78417,PS50405,106,230
P17649,PS00600,292,331
P47117,PS01132,149,161
Q8IVU3,PS00626,28,38
Q8IVU3,PS50012,42,93
Q8IVU3,PS00626,80,90
Q8IVU3,PS50012,94,146
Q8IVU3,PS00626,133,143
Q8IVU3,PS50012,147,199
Q8IVU3,PS50012,200,254
Q8IVU3,PS50012,255,305
Q8IVU3,PS50237,693,1014
A2ABU4,PS50835,154,246
A2ABU4,PS50835,269,362
A2ABU4,PS50853,376,471
A2ABU4,PS50853,504,599
A2ABU4,PS50853,605,698
A2ABU4,PS50853,704,799
A2ABU4,PS50853,806,901
A2ABU4,PS00018,981,993
A2ABU4,PS50835,1122,1207
A2ABU4,PS50835,1336,1425
P29536,PS51082,574,593
Q9VUL1,PS51273,300,554
P46863,PS50067,19,356
P46863,PS00411,255,266
Q8BYJ6,PS01179,373,445
Q8BYJ6,PS50086,927,1121
P28776,PS00876,265,275
P28776,PS00877,295,308
Q9Y4K4,PS50011,20,277
Q9Y4K4,PS00107,26,49
Q9Y4K4,PS50219,506,819
Q8N2Y8,PS50826,1031,1175
Q8N2Y8,PS50002,1447,1506
Q9Y6K8,PS00113,215,226
Q9Y6K8,PS00113,458,469
P35609,PS50021,38,142
P35609,PS00019,40,49
P35609,PS00020,114,138
P35609,PS50021,151,257
P35609,PS50222,753,788
P35609,PS50222,789,824
Q09722,PS50250,188,347
Q7Z5W3,PS51515,53,274
Q9Y3B6,PS50249,4,139
Q6P1M3,PS50082,433,451
Q6P1M3,PS00678,438,452
P14126,PS00474,209,232
Q9URB4,PS00602,99,111
Q9URB4,PS00806,171,182
P21574,PS51857,41,110
P21574,PS00352,55,74
O14019,PS50011,351,623
O14019,PS00107,357,385
O14019,PS00108,477,489
Q9VVW5,PS50206,22,149
Q9VVW5,PS50054,214,358
Q9VVW5,PS50056,279,339
Q12362,PS50889,99,168
Q12362,PS01129,207,221
Q12362,PS51747,433,552
P48445,PS51733,369,606
Q6ZQ58,PS50961,372,462
Q6ZQ58,PS00191,629,636
Q9H257,PS50209,6,98
O13759,PS50102,85,167
O13759,PS50102,182,261
O13759,PS50102,297,369
Q59MQ0,PS51456,43,731
Q59MQ0,PS51757,789,981
Q59MQ0,PS50002,1156,1216
Q24JL3,PS50206,56,173
Q24JL3,PS00380,80,91
Q24JL3,PS50206,224,338
Q24JL3,PS00683,319,329
Q69VD5,PS50821,333,446
Q69VD5,PS50822,620,941
Q8H183,PS50263,90,360
Q24117,PS01239,55,69
Q9W1A4,PS01358,742,761
P22045,PS00798,44,61
P22045,PS00062,134,151
P22045,PS00063,238,253
P39938,PS00733,73,80
P38823,PS50006,189,252
P38823,PS50089,327,371
P38822,PS51741,5,271
P38822,PS50002,493,555
P38822,PS50002,577,633
P38820,PS50206,339,438
Q9Y7K2,PS50077,688,720
Q9Y7K2,PS51189,1228,1784
